"yr","utilcode","plntcode","primemover","fuel","generation","consumption"
1998,"21687","566","ST","UR",3305454,0
1998,"13573","2589","ST","UR",7307158,0
1998,"15477","2410","ST","UR",7616368,0
1998,"5487","6040","ST","UR",1702718,0
1998,"14715","6103","ST","UR",8820901,0
1998,"14940","6105","ST","UR",9284998,0
1998,"14940","3166","ST","UR",8813626,0
1998,"4110","880","ST","UR",3818296,0
1998,"4110","6022","ST","UR",9694639,0
1998,"4110","6026","ST","UR",-64942,0
1998,"4110","6023","ST","UR",8593123,0
1998,"4110","885","ST","UR",-33402,0
1998,"4110","869","ST","UR",6234591,0
1998,"9324","6000","ST","UR",0,0
1998,"20847","4046","ST","UR",3121787,0
1998,"13781","1925","ST","UR",3327113,0
1998,"1167","6011","ST","UR",7220138,0
1998,"19876","6168","ST","UR",7086105,0
1998,"19876","3806","ST","UR",7178856,0
1998,"3046","6014","ST","UR",6953677,0
1998,"5416","6038","ST","UR",9928273,0
1998,"5416","6036","ST","UR",8672298,0
1998,"5416","3265","ST","UR",5652233,0
1998,"5416","3265","ST","UR",5782938,0
1998,"7140","6051","ST","UR",5823446,0
1998,"7140","649","ST","UR",8388612,0
1998,"6452","6045","ST","UR",6676626,0
1998,"6452","621","ST","UR",6183142,0
1998,"18642","6152","ST","UR",9798333,0
1998,"195","6001","ST","UR",6268244,0
1998,"18642","46","ST","UR",9301037,0
1998,"18642","46","ST","UR",7883977,0
1998,"814","8055","ST","UR",6881273,0
1998,"8901","6251","ST","UR",9973925,0
1998,"44372","6145","ST","UR",9345296,0
1998,"803","6008","ST","UR",11085026,0
1998,"803","6008","ST","UR",9620806,0
1998,"14328","6099","ST","UR",8138570,0
1998,"17609","360","ST","UR",9058597,0
1999,"21687","566","ST","UR",8256215,0
1999,"13573","2589","ST","UR",8782400,0
1999,"15477","2410","ST","UR",7933488,0
1999,"5487","6040","ST","UR",5754161,0
1999,"14715","6103","ST","UR",7794703,0
1999,"14940","6105","ST","UR",8553998,0
1999,"14940","3166","ST","UR",8558608,0
1999,"4110","880","ST","UR",6604679,0
1999,"4110","6023","ST","UR",9174133,0
1999,"4110","6026","ST","UR",6586654,0
1999,"4110","6022","ST","UR",9050951,0
1999,"4110","869","ST","UR",6129968,0
1999,"9324","6000","ST","UR",0,0
1999,"20847","4046","ST","UR",3579416,0
1999,"13781","1925","ST","UR",4597540,0
1999,"1167","6011","ST","UR",6326043,0
1999,"19876","6168","ST","UR",7185152,0
1999,"19876","3806","ST","UR",5874830,0
1999,"3046","6014","ST","UR",6095269,0
1999,"5416","6038","ST","UR",8596722,0
1999,"5416","6036","ST","UR",8855376,0
1999,"5416","3265","ST","UR",6257602,0
1999,"5416","3265","ST","UR",7369540,0
1999,"7140","649","ST","UR",9022621,0
1999,"7140","6051","ST","UR",7073625,0
1999,"6452","6045","ST","UR",7378207,0
1999,"6452","621","ST","UR",5734555,0
1999,"18642","6152","ST","UR",8978967,0
1999,"195","6001","ST","UR",5363780,0
1999,"18642","46","ST","UR",8586318,0
1999,"18642","46","ST","UR",9730587,0
1999,"814","8055","ST","UR",6213999,0
1999,"8901","6251","ST","UR",9786249,0
1999,"44372","6145","ST","UR",8756024,0
1999,"803","6008","ST","UR",9799347,0
1999,"803","6008","ST","UR",10966464,0
1999,"14328","6099","ST","UR",8423246,0
1999,"17609","360","ST","UR",8412689,0
2000,"21687","566","ST","UR",10108017,0
2000,"13573","2589","ST","UR",8001317,0
2000,"14716","6040","ST","UR",6212202,0
2000,"14940","6105","ST","UR",9937093,0
2000,"14940","3166","ST","UR",9558923,0
2000,"4110","880","ST","UR",6220607,0
2000,"4110","6026","ST","UR",9040447,0
2000,"4110","6023","ST","UR",10005382,0
2000,"4110","6022","ST","UR",9507947,0
2000,"4110","869","ST","UR",6365117,0
2000,"9324","6000","ST","UR",4789851,0
2000,"20847","4046","ST","UR",3577534,0
2000,"13781","1925","ST","UR",4179228,0
2000,"19876","6168","ST","UR",8018858,0
2000,"19876","3806","ST","UR",6539450,0
2000,"3046","6014","ST","UR",7055053,0
2000,"5416","6038","ST","UR",8452371,0
2000,"5416","6036","ST","UR",8981372,0
2000,"5416","3265","ST","UR",7499515,0
2000,"5416","3265","ST","UR",6577844,0
2000,"7140","6051","ST","UR",6647690,0
2000,"7140","649","ST","UR",10310763,0
2000,"6452","6045","ST","UR",6895238,0
2000,"6452","621","ST","UR",5591081,0
2000,"18642","6152","ST","UR",9058267,0
2000,"195","6001","ST","UR",7362998,0
2000,"18642","46","ST","UR",9733461,0
2000,"18642","46","ST","UR",9097372,0
2000,"814","8055","ST","UR",5273274,0
2000,"8901","6251","ST","UR",10542774,0
2000,"44372","6145","ST","UR",8857071,0
2000,"803","6008","ST","UR",9525264,0
2000,"803","6008","ST","UR",9888706,0
2000,"14328","6099","ST","UR",9181786,0
2000,"17609","360","ST","UR",9642762,0
2001,"16572","145",NA,"WAT",51925,536541050000
2001,"16572","148",NA,"WAT",18976,196079010000
2001,"3255","437",NA,"WAT",876702,9058961780000
2001,"3255","438",NA,"WAT",124372,1285135890000
2001,"2518","446",NA,"WAT",3777,39027740000
2001,"2518","518",NA,"WAT",187885,1941415720000
2001,"29868","563",NA,"MSW",63204.84,641276200000
2001,"5221","566",NA,"NUC",12798026,1.33636988e+14
2001,"9332","594",NA,"BIT",657316,7.831493e+12
2001,"9332","594",NA,"DFO",18806,2.45313e+11
2001,"10623","676",NA,"MSW",10383.21,105348280000
2001,"520","861",NA,"MSW",3420.22,34701430000
2001,"520","861",NA,"BIT",0,0
2001,"520","862",NA,"BIT",0,0
2001,"520","862",NA,"NG",0,0
2001,"520","863",NA,"BIT",0,0
2001,"520","863",NA,"DFO",0,0
2001,"520","864",NA,"BIT",0,0
2001,"520","864",NA,"DFO",0,0
2001,"5517","889",NA,"MSW",0,0
2001,"9417","1058",NA,"MSW",7707.75,78203240000
2001,"19830","1564",NA,"DFO",2488,3.7148e+10
2001,"19830","1564",NA,"RFO",90446,1.10495e+12
2001,"13781","1926",NA,"MSW",47647.44,483430940000
2001,"13781","1934",NA,"MSW",51204.4,519519550000
2001,"7570","2039",NA,"MSW",64908.93,658565640000
2001,"19436","2104",NA,"MSW",0,0
2001,"5511","2480",NA,"BIT",2220194,2.0945683e+13
2001,"5511","2480",NA,"DFO",427,5.03e+09
2001,"5511","2480",NA,"NG",52291,5.58111e+11
2001,"5511","2480",NA,"RFO",42142,4.00505e+11
2001,"6027","2497",NA,"NUC",2408523,2.5149797e+13
2001,"13606","2589",NA,"NUC",2105556,2.1986216e+13
2001,"18642","2780",NA,"WAT",137906,1424982720000
2001,"50053","3436",NA,"NG",0,0
2001,"54683","3437",NA,"WAT",0,0
2001,"54907","3438",NA,"NG",0,0
2001,"49979","3439",NA,"NG",0,0
2001,"54907","3440",NA,"NG",0,0
2001,"49979","3441",NA,"NG",0,0
2001,"54907","3442",NA,"NG",0,0
2001,"54907","3443",NA,"NG",0,0
2001,"19323","3452",NA,"NG",0,0
2001,"6035","3453",NA,"NG",0,0
2001,"19323","3454",NA,"NG",0,0
2001,"19323","3455",NA,"NG",0,0
2001,"19323","3489",NA,"NG",0,0
2001,"55983","3490",NA,"NG",0,0
2001,"6035","3491",NA,"NG",0,0
2001,"19323","3492",NA,"NG",0,0
2001,"19323","3493",NA,"NG",0,0
2001,"55983","3494",NA,"NG",0,0
2001,"19323","3497",NA,"LIG",0,0
2001,"19323","3500",NA,"NG",0,0
2001,"55983","3502",NA,"DFO",0,0
2001,"55983","3502",NA,"NG",0,0
2001,"19323","3503",NA,"NG",0,0
2001,"19323","3504",NA,"DFO",0,0
2001,"19323","3504",NA,"NG",0,0
2001,"55983","3506",NA,"NG",0,0
2001,"19323","3507",NA,"DFO",0,0
2001,"19323","3507",NA,"NG",0,0
2001,"55983","3508",NA,"NG",0,0
2001,"20404","3517",NA,"NG",0,0
2001,"20404","3520",NA,"NG",0,0
2001,"20404","3521",NA,"NG",0,0
2001,"20404","3523",NA,"NG",0,0
2001,"20404","3524",NA,"NG",0,0
2001,"20404","3525",NA,"DFO",0,0
2001,"20404","3526",NA,"NG",0,0
2001,"20404","3527",NA,"NG",0,0
2001,"20404","3623",NA,"DFO",0,0
2001,"5956","3751",NA,"NUC",0,0
2001,"733","3780",NA,"WAT",425028,4391814330000
2001,"12796","3946",NA,"MSW",10809.77,109676230000
2001,"13781","3982",NA,"MSW",59115.11,599782060000
2001,"11479","3992",NA,"MSW",9480.21,96185840000
2001,"13781","4005",NA,"MSW",17160.44,174109150000
2001,"20404","4938",NA,"NG",0,0
2001,"49979","4939",NA,"NG",0,0
2001,"7140","6087",NA,"WAT",46061,475948310000
2001,"6854","6115",NA,"NUC",0,0
2001,"27813","6130",NA,"WAT",382565,3953044160000
2001,"19323","6145",NA,"NUC",0,0
2001,"19323","6146",NA,"LIG",0,0
2001,"19323","6147",NA,"LIG",0,0
2001,"56570","6178",NA,"BIT",0,0
2001,"19323","6648",NA,"LIG",0,0
2001,"17650","7709",NA,"NG",0,0
2001,"5511","8006",NA,"DFO",62,6.61e+08
2001,"5511","8006",NA,"NG",119112,1.177167e+12
2001,"5511","8006",NA,"RFO",1938682,2.0653042e+13
2001,"55983","8063",NA,"NG",0,0
2001,"4458","10012",NA,"MSW",32889.41,590836770000
2001,"4435","10013",NA,"MSW",110002.17,1415088720000
2001,"50085","10062",NA,"MSW",142608.21,2309111610000
2001,"11217","10090",NA,"MSW",29181.95,487419620000
2001,"8181","10118",NA,"MSW",13700.23,192338140000
2001,"23330","10250",NA,"MSW",38782.56,690895620000
2001,"12834","10305",NA,"MSW",23143.88957,612233570000
2001,"49846","10334",NA,"MSW",118288.27,1945044800000
2001,"11517","10338",NA,"MSW",63009.19,951564630000
2001,"12823","10344",NA,"MSW",21156.86,498977590000
2001,"49966","10435",NA,"MSW",62377.52,1140550920000
2001,"20541","10503",NA,"MSW",36325.97,664081680000
2001,"8286","10604",NA,"MSW",51189.36548,574090850000
2001,"20541","10629",NA,"MSW",111906.64,2790401150000
2001,"473","10642",NA,"MSW",235234.08,3828403090000
2001,"542","10643",NA,"MSW",201307.94,4184311510000
2001,"528","10646",NA,"MSW",55473.44,1023987380000
2001,"9570","10722",NA,"MSW",3794.31957,40668540000
2001,"570","10746",NA,"MSW",268229.7,4747266220000
2001,"22219","50035",NA,"MSW",11509.38043,304882470000
2001,"6036","50051",NA,"MSW",62412.78,867360740000
2001,"17445","50071",NA,"MSW",151421.49,2.811985e+12
2001,"55903","50189",NA,"MSW",12851.7626,352840370000
2001,"13229","50209",NA,"MSW",6619.85,145637130000
2001,"21128","50215",NA,"MSW",99590.58,1908989300000
2001,"15824","50225",NA,"MSW",35024.79,744567790000
2001,"13504","50271",NA,"MSW",16469.52331,428981760000
2001,"56125","50273",NA,"MSW",23574.32043,438548830000
2001,"16929","50290",NA,"MSW",263024.98,4223868930000
2001,"21995","50413",NA,"MSW",7909.46816,74155650000
2001,"470","50472",NA,"MSW",108407.07425,1127435490000
2001,"4482","50629",NA,"MSW",37247.46,638279100000
2001,"4476","50630",NA,"MSW",37585.44,712590840000
2001,"4498","50632",NA,"MSW",59926.95,1057580700000
2001,"4497","50647",NA,"MSW",15937.69931,191251960000
2001,"4474","50648",NA,"MSW",46639.95,792896350000
2001,"4484","50649",NA,"MSW",45566.24,908201710000
2001,"9097","50656",NA,"MSW",76691.36,1395168110000
2001,"49760","50657",NA,"MSW",135628.88,2097907650000
2001,"4425","50658",NA,"MSW",256561.65,4222845530000
2001,"13982","50661",NA,"MSW",141118.26,2607462380000
2001,"4487","50662",NA,"MSW",94934.54,1589912960000
2001,"4427","50664",NA,"MSW",27647.71,628046820000
2001,"14519","50666",NA,"MSW",79453.25,1385567070000
2001,"16899","50837",NA,"MSW",97819.84,1929578130000
2001,"8633","50858",NA,"MSW",85935.07,1513178600000
2001,"4447","50859",NA,"MSW",114356.35,1772779920000
2001,"10162","50860",NA,"MSW",44091.34,855398140000
2001,"20541","50872",NA,"MSW",13724.74,268949520000
2001,"20541","50873",NA,"MSW",45354.68,860654030000
2001,"20541","50875",NA,"MSW",44809.44,965816550000
2001,"20541","50877",NA,"MSW",100887.89,1926292500000
2001,"20541","50878",NA,"MSW",139734.09,2221100070000
2001,"20541","50880",NA,"MSW",102007.61,1929807320000
2001,"20541","50882",NA,"MSW",162441.1,2581468020000
2001,"20541","50883",NA,"MSW",206731.96,3130610700000
2001,"55871","50884",NA,"MSW",142495.98,2908231470000
2001,"20541","50885",NA,"MSW",40171.03,744439220000
2001,"20541","50886",NA,"MSW",59634.98,1115212740000
2001,"20541","50887",NA,"MSW",177879.82,2841802920000
2001,"14222","50907",NA,"MSW",4300,36093340000
2001,"4440","50960",NA,"MSW",122639.01,2090731380000
2001,"56601","51038",NA,"MSW",22255.51,551115090000
2001,"10875","52010",NA,"MSW",97555.39,1733159720000
2001,"20541","54033",NA,"MSW",186657.84,3030631830000
2001,"56646","54625",NA,"MSW",85142.15,1673848100000
2001,"20541","54746",NA,"MSW",152218.28,2310292390000
2001,"20541","54758",NA,"MSW",45091.95,794942290000
2001,"3299","54804",NA,"MSW",54109.48,1056322520000
2001,"49770","54935",NA,"MSW",135.02,3375500000
2001,"4426","54945",NA,"MSW",212945.68876,3360759170000
2001,"20541","54998",NA,"MSW",74518.14,695701730000
2001,"49879","54999",NA,"MSW",4021.36,40925680000
2001,"29849","55302",NA,"MSW",4146.06,67175890000
2001,NA,"55323",NA,"MSW",6416.6664,168401330000
2002,"5701","9",NA,"NG",24609,3.29281e+11
2002,"18642","47",NA,"NG",25243,3.59072e+11
2002,"30151","87",NA,"NG",4590,4.3261e+10
2002,"15500","99",NA,"NG",3640,4.9682e+10
